0.095,0.098,2.9611993074417113,2.3685877323150635
0.106,0.098,2.3419885873794555,2.34527587890625
0.126,0.114,2.2944141626358032,2.2985293865203857
0.163,0.143,2.261454224586487,2.2628629207611084
0.154,0.153,2.2411259174346925,2.238304615020752
0.192,0.172,2.217490005493164,2.2121777534484863
0.182,0.168,2.1917903661727904,2.1955912113189697
0.206,0.196,2.172433543205261,2.1791303157806396
0.214,0.199,2.15517520904541,2.1680026054382324
0.22,0.21,2.1414650678634644,2.1581549644470215
0.244,0.224,2.1299003839492796,2.147998332977295
0.254,0.231,2.118639349937439,2.1410305500030518
0.262,0.239,2.107489728927612,2.132385015487671
0.265,0.242,2.0974038362503054,2.122814416885376
0.272,0.247,2.0866950392723083,2.114863872528076
0.274,0.254,2.076866126060486,2.107231616973877
0.282,0.257,2.0675365924835205,2.098785161972046
0.288,0.264,2.0583518385887145,2.09157657623291
0.292,0.27,2.0494033336639403,2.084866523742676
0.293,0.273,2.0412400722503663,2.078083038330078
0.291,0.273,2.0329033374786376,2.0716822147369385
0.293,0.273,2.0250331282615663,2.0661869049072266
0.298,0.278,2.0169743299484253,2.0593740940093994
0.303,0.28,2.009519708156586,2.0534605979919434
0.301,0.285,2.002125096321106,2.047060251235962
0.309,0.29,1.9950101137161256,2.0400617122650146
0.313,0.294,1.9880090236663819,2.031987190246582
0.315,0.296,1.9811835527420043,2.0233154296875
0.318,0.297,1.9740994930267335,2.013932704925537
0.321,0.3,1.9668295621871947,2.0050418376922607
0.323,0.301,1.9594334959983826,1.9952644109725952
0.327,0.301,1.9512956142425537,1.985849380493164
0.33,0.306,1.9433271408081054,1.978316068649292
0.331,0.314,1.9352599740028382,1.9712293148040771
0.332,0.315,1.9280411362648011,1.963895320892334
0.336,0.322,1.920399284362793,1.9572523832321167
0.336,0.323,1.913076114654541,1.9512487649917603
0.34,0.325,1.9061968564987182,1.944725513458252
0.342,0.329,1.8992884635925293,1.9386075735092163
0.345,0.325,1.8922418117523194,1.9321855306625366
0.349,0.323,1.8850902915000916,1.9253873825073242
0.35,0.331,1.8775748252868651,1.9188824892044067
0.359,0.331,1.8691590666770934,1.9126278162002563
0.359,0.338,1.8608958959579467,1.907240867614746
0.366,0.341,1.8520646572113038,1.9001665115356445
0.369,0.345,1.8437812805175782,1.894705891609192
0.367,0.347,1.8354207277297974,1.8871034383773804
0.366,0.351,1.827438724040985,1.881166696548462
0.364,0.35,1.819996416568756,1.876077651977539
0.367,0.347,1.8125872611999512,1.8706364631652832
0.371,0.352,1.8059270977973938,1.8676813840866089
0.369,0.353,1.7999194025993348,1.863497257232666
0.373,0.356,1.7942089080810546,1.8598651885986328
0.375,0.358,1.788213813304901,1.8558616638183594
0.376,0.361,1.7826854944229127,1.8517743349075317
0.376,0.36,1.7774444580078126,1.8497313261032104
0.38,0.361,1.7725597143173217,1.845855712890625
0.383,0.363,1.7673012971878053,1.8421630859375
0.388,0.36,1.7620803713798523,1.8402595520019531
0.394,0.36,1.7574472308158875,1.836841344833374
0.397,0.358,1.7521518349647522,1.8332878351211548
0.399,0.36,1.7473044753074647,1.8315813541412354
0.402,0.362,1.7433395624160766,1.828597068786621
0.402,0.361,1.7379921555519104,1.8253241777420044
0.405,0.357,1.7333723783493042,1.8238308429718018
0.405,0.361,1.729240310192108,1.820633888244629
0.409,0.357,1.7245156288146972,1.8169329166412354
0.41,0.359,1.719758725166321,1.8162143230438232
0.412,0.358,1.7162348866462707,1.8132362365722656
0.416,0.36,1.711008870601654,1.8099560737609863
0.414,0.363,1.706395196914673,1.8093422651290894
0.414,0.363,1.703212523460388,1.8063006401062012
0.412,0.361,1.697990322113037,1.803525447845459
0.41,0.359,1.693809688091278,1.8015538454055786
0.409,0.362,1.6903810262680055,1.7996385097503662
0.415,0.365,1.6863793849945068,1.7978383302688599
0.417,0.363,1.6822484016418457,1.7958436012268066
0.416,0.365,1.6791271328926087,1.7936373949050903
0.42,0.367,1.6747153401374817,1.7917778491973877
0.421,0.363,1.6707026958465576,1.7900950908660889
0.423,0.366,1.6672195196151733,1.7882885932922363
0.422,0.37,1.663531243801117,1.7877413034439087
0.423,0.376,1.6608301281929017,1.7857247591018677
0.429,0.374,1.6566402196884156,1.783746361732483
0.422,0.373,1.6529183030128478,1.7833606004714966
0.425,0.376,1.6504956483840942,1.7807815074920654
0.424,0.374,1.6471505284309387,1.7838380336761475
0.426,0.373,1.644014096260071,1.7789212465286255
0.429,0.372,1.6417990565299987,1.7800047397613525
0.426,0.373,1.6385019302368165,1.7747468948364258
0.428,0.371,1.6348672747611999,1.7760120630264282
0.432,0.379,1.6316705584526061,1.7716708183288574
0.432,0.377,1.628943181037903,1.7742365598678589
0.432,0.379,1.6261290311813354,1.7702194452285767
0.435,0.381,1.6224637985229493,1.7717554569244385
0.435,0.382,1.6207544207572937,1.7729625701904297
0.435,0.385,1.6178187251091003,1.7686419486999512
0.438,0.382,1.6156538724899292,1.7753127813339233
0.44,0.384,1.6142507433891295,1.7668622732162476
0.435,0.384,1.61157466173172,1.7681968212127686
0.439,0.385,1.6083003520965575,1.7663158178329468
0.439,0.384,1.606167721748352,1.7642652988433838
0.439,0.383,1.6031518936157227,1.7653638124465942
0.441,0.383,1.6008453726768495,1.7645372152328491
0.443,0.383,1.5985015869140624,1.7613765001296997
0.441,0.381,1.5965487360954285,1.7656298875808716
0.442,0.382,1.5939180612564088,1.762496829032898
0.446,0.382,1.5922390341758728,1.7608001232147217
0.44,0.385,1.5898954749107361,1.7641429901123047
0.446,0.387,1.5867942929267884,1.7598161697387695
0.443,0.385,1.5843652486801147,1.7610647678375244
0.446,0.383,1.5825286030769348,1.7590174674987793
0.448,0.385,1.579687201976776,1.761820673942566
0.449,0.385,1.5792630672454835,1.7582100629806519
0.446,0.387,1.5773205757141113,1.7613269090652466
0.445,0.386,1.5740860223770141,1.7593225240707397
0.444,0.39,1.5725203514099122,1.759433627128601
0.444,0.389,1.5716901540756225,1.7598481178283691
0.443,0.387,1.568129587173462,1.7575775384902954
0.449,0.387,1.5664702534675599,1.7558810710906982
0.45,0.385,1.5651980638504028,1.7597694396972656
0.443,0.387,1.562992525100708,1.7568938732147217
0.444,0.389,1.5598413705825807,1.755015254020691
0.45,0.389,1.5572683215141296,1.7569667100906372
0.447,0.388,1.556983196735382,1.7578738927841187
0.451,0.39,1.5544097661972045,1.7568047046661377
0.445,0.388,1.5529972076416017,1.7564443349838257
0.448,0.387,1.552333915233612,1.7586935758590698
0.452,0.388,1.5498982906341552,1.7554901838302612
0.448,0.39,1.5469936966896056,1.7530735731124878
0.45,0.388,1.545262372493744,1.7560635805130005
0.451,0.39,1.5436523675918579,1.7526384592056274
0.455,0.39,1.5426966547966003,1.7570232152938843
0.452,0.387,1.5408332109451295,1.7546360492706299
0.451,0.388,1.5399503231048584,1.7508662939071655
0.457,0.39,1.5384475111961364,1.7584131956100464
0.46,0.391,1.535775065422058,1.7495723962783813
0.456,0.389,1.5341734409332275,1.7578480243682861
0.458,0.389,1.5329950094223022,1.7551418542861938
0.462,0.389,1.5313394665718079,1.7520277500152588
