% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=903310, Wed Aug 23 23:35:59 2023, <python>{}</python>
1 50 0.004782672472380554 1.0000496106055654 9.84982332155478 9.8498233215547799e+00 11.086572438162548 12.190812720848058   
2 100 0.004665956467407618 1.024286947065105 9.540636042402838 9.5406360424028378e+00 10.468197879858664 12.102473498233223   
3 150 0.004635975836992342 1.0271459119973485 8.480565371024738 8.4805653710247384e+00 10.203180212014146 11.439929328621915   
4 200 0.004631046515535272 1.0332817119866027 8.25971731448763 8.2597173144876308e+00 9.540636042402838 10.379858657243815   
5 250 0.0046426432014964455 1.0365833164518214 8.038869257950537 8.0388692579505374e+00 9.275618374558306 10.468197879858664   
6 300 0.004690138518470103 1.0407104241685876 8.038869257950537 8.1713780918727963e+00 9.143109540636047 10.114840989399298   
7 350 0.00479138921301502 1.0455906296464648 8.038869257950537 8.0830388692579618e+00 8.87809187279153 9.982332155477039   
8 400 0.004905488489391192 1.0522790535996724 7.9063604240282785 7.9063604240282785e+00 8.657243816254422 9.717314487632521   
9 450 0.005062728389588078 1.0575228596445074 6.978798586572438 6.9787985865724380e+00 8.436395759717314 9.363957597173155   
10 500 0.005215785674756218 1.0650974314388486 6.978798586572438 7.2879858657243801e+00 8.038869257950537 8.966431095406364   
11 550 0.005380480390192981 1.0718985847686797 6.978798586572438 7.0671378091872867e+00 7.81802120141343 8.613074204946997   
12 600 0.0055618063342563525 1.0804661939617268 6.8904593639576035 6.8904593639576035e+00 7.729681978798595 8.657243816254422   
13 650 0.0057796893396664314 1.090128764743006 6.4487632508834025 6.4487632508834025e+00 7.553003533568912 8.87809187279153   
14 700 0.005967801697830021 1.0986450796781664 6.360424028268554 6.3604240282685538e+00 7.111307420494711 8.127208480565372   
15 750 0.006157296345150459 1.1084239565464196 6.183745583038871 6.1837455830388706e+00 7.022968197879862 8.127208480565372   
16 800 0.0063232866785043924 1.1168030310773174 5.8745583038869285 5.8745583038869285e+00 6.846289752650179 8.303886925795055   
17 850 0.006514665939901263 1.1246575289382625 5.8745583038869285 5.8745583038869285e+00 6.846289752650179 8.21554770318022   
18 900 0.00675101176168223 1.134743249866443 5.8745583038869285 5.9187279151943528e+00 6.669611307420496 7.641342756183747   
