time 00h 00m 05s, episodes 5, frames 0.000654M, mean epr -53.11, run loss 205.77
time 00h 00m 10s, episodes 9, frames 0.001406M, mean epr -320.97, run loss 2243.43
time 00h 00m 15s, episodes 14, frames 0.002163M, mean epr -76.64, run loss 192.45
time 00h 00m 20s, episodes 22, frames 0.002949M, mean epr -221.57, run loss 1458.10
time 00h 00m 25s, episodes 28, frames 0.003744M, mean epr -281.59, run loss 1676.00
time 00h 00m 30s, episodes 35, frames 0.004584M, mean epr -204.73, run loss 1402.99
time 00h 00m 35s, episodes 43, frames 0.005403M, mean epr -393.66, run loss 1841.39
time 00h 00m 40s, episodes 47, frames 0.006186M, mean epr -302.85, run loss 2347.84
time 00h 00m 46s, episodes 52, frames 0.006992M, mean epr -365.97, run loss 2330.62
time 00h 00m 51s, episodes 59, frames 0.007793M, mean epr -290.80, run loss 1207.84
time 00h 00m 56s, episodes 67, frames 0.008587M, mean epr -399.09, run loss 2064.64
time 00h 01m 01s, episodes 72, frames 0.009392M, mean epr -321.18, run loss 1719.52
time 00h 01m 06s, episodes 81, frames 0.010194M, mean epr -199.07, run loss 1117.09
time 00h 01m 11s, episodes 87, frames 0.010998M, mean epr -265.61, run loss 773.94
time 00h 01m 16s, episodes 93, frames 0.011796M, mean epr -605.33, run loss 2219.29
time 00h 01m 21s, episodes 99, frames 0.012597M, mean epr -551.97, run loss 2425.20
time 00h 01m 27s, episodes 105, frames 0.013406M, mean epr -730.39, run loss 2717.34
time 00h 01m 32s, episodes 111, frames 0.014217M, mean epr -521.13, run loss 2282.68
time 00h 01m 37s, episodes 119, frames 0.015000M, mean epr -688.74, run loss 2753.97
time 00h 01m 42s, episodes 129, frames 0.015818M, mean epr -664.60, run loss 2257.73
time 00h 01m 48s, episodes 137, frames 0.016646M, mean epr -314.04, run loss 1524.10
time 00h 01m 53s, episodes 144, frames 0.017444M, mean epr -363.15, run loss 1778.73
time 00h 01m 58s, episodes 153, frames 0.018262M, mean epr -514.76, run loss 2531.27
time 00h 02m 03s, episodes 161, frames 0.019054M, mean epr -570.41, run loss 2557.12
time 00h 02m 09s, episodes 168, frames 0.019851M, mean epr -438.80, run loss 1843.12
time 00h 02m 14s, episodes 173, frames 0.020653M, mean epr -465.25, run loss 1568.22
time 00h 02m 19s, episodes 177, frames 0.021453M, mean epr -497.44, run loss 1904.77
time 00h 02m 24s, episodes 186, frames 0.022245M, mean epr -748.47, run loss 3171.26
time 00h 02m 29s, episodes 194, frames 0.023032M, mean epr -453.64, run loss 2045.71
time 00h 02m 34s, episodes 198, frames 0.023839M, mean epr -315.69, run loss 1497.59
time 00h 02m 39s, episodes 206, frames 0.024647M, mean epr -712.29, run loss 2300.23
time 00h 02m 44s, episodes 213, frames 0.025426M, mean epr -534.18, run loss 2856.18
time 00h 02m 49s, episodes 219, frames 0.026218M, mean epr -820.81, run loss 3043.52
time 00h 02m 55s, episodes 227, frames 0.027005M, mean epr -522.73, run loss 2608.41
time 00h 03m 00s, episodes 235, frames 0.027809M, mean epr -778.69, run loss 3127.78
time 00h 03m 05s, episodes 242, frames 0.028598M, mean epr -575.11, run loss 2276.27
time 00h 03m 10s, episodes 250, frames 0.029397M, mean epr -467.33, run loss 2449.11
time 00h 03m 15s, episodes 256, frames 0.030199M, mean epr -683.76, run loss 2543.16
time 00h 03m 20s, episodes 262, frames 0.030986M, mean epr -618.89, run loss 2094.33
time 00h 03m 25s, episodes 269, frames 0.031832M, mean epr -438.07, run loss 5164.72
time 00h 03m 30s, episodes 276, frames 0.032617M, mean epr -646.75, run loss 2865.10
time 00h 03m 35s, episodes 284, frames 0.033401M, mean epr -270.54, run loss 3925.95
time 00h 03m 41s, episodes 291, frames 0.034241M, mean epr -454.25, run loss 2327.60
time 00h 03m 46s, episodes 301, frames 0.035035M, mean epr -485.33, run loss 2206.85
time 00h 03m 51s, episodes 306, frames 0.035836M, mean epr -585.72, run loss 2333.08
time 00h 03m 56s, episodes 314, frames 0.036611M, mean epr -418.51, run loss 1272.15
time 00h 04m 01s, episodes 322, frames 0.037409M, mean epr -429.24, run loss 950.46
time 00h 04m 07s, episodes 332, frames 0.038220M, mean epr -401.16, run loss 1407.03
time 00h 04m 12s, episodes 341, frames 0.039053M, mean epr -431.26, run loss 1840.43
time 00h 04m 18s, episodes 348, frames 0.039829M, mean epr -502.00, run loss 2297.06
time 00h 04m 23s, episodes 357, frames 0.040627M, mean epr -542.09, run loss 2269.34
time 00h 04m 28s, episodes 366, frames 0.041449M, mean epr -725.58, run loss 2785.30
time 00h 04m 33s, episodes 375, frames 0.042268M, mean epr -353.62, run loss 1757.92
time 00h 04m 38s, episodes 381, frames 0.043061M, mean epr -363.81, run loss 1684.93
time 00h 04m 44s, episodes 386, frames 0.043862M, mean epr -403.90, run loss 4053.38
time 00h 04m 49s, episodes 394, frames 0.044659M, mean epr -315.06, run loss 1104.70
time 00h 04m 54s, episodes 399, frames 0.045475M, mean epr -542.65, run loss 2879.40
time 00h 04m 59s, episodes 405, frames 0.046281M, mean epr -461.14, run loss 2475.16
time 00h 05m 04s, episodes 413, frames 0.047099M, mean epr -390.90, run loss 2007.62
time 00h 05m 09s, episodes 419, frames 0.047909M, mean epr -325.77, run loss 2178.36
time 00h 05m 15s, episodes 424, frames 0.048724M, mean epr -241.28, run loss 815.86
time 00h 05m 20s, episodes 429, frames 0.049538M, mean epr -381.11, run loss 1889.45
time 00h 05m 25s, episodes 438, frames 0.050342M, mean epr -234.48, run loss 790.03
time 00h 05m 30s, episodes 444, frames 0.051124M, mean epr -379.90, run loss 2450.33
time 00h 05m 36s, episodes 450, frames 0.051931M, mean epr -217.26, run loss 1263.25
time 00h 05m 41s, episodes 457, frames 0.052746M, mean epr -395.75, run loss 1556.86
time 00h 05m 46s, episodes 464, frames 0.053561M, mean epr -310.52, run loss 1014.21
time 00h 05m 51s, episodes 471, frames 0.054364M, mean epr -300.33, run loss 1050.69
time 00h 05m 57s, episodes 478, frames 0.055158M, mean epr -628.06, run loss 2883.42
time 00h 06m 02s, episodes 483, frames 0.055971M, mean epr -733.33, run loss 3364.36
time 00h 06m 07s, episodes 486, frames 0.056767M, mean epr -563.89, run loss 2253.37
time 00h 06m 12s, episodes 495, frames 0.057557M, mean epr -318.68, run loss 1268.53
time 00h 06m 17s, episodes 505, frames 0.058379M, mean epr -227.60, run loss 1279.76
time 00h 06m 23s, episodes 515, frames 0.059183M, mean epr -462.10, run loss 2120.83
time 00h 06m 28s, episodes 524, frames 0.059980M, mean epr -298.51, run loss 1296.43
time 00h 06m 33s, episodes 533, frames 0.060766M, mean epr -306.93, run loss 1126.05
time 00h 06m 38s, episodes 543, frames 0.061581M, mean epr -452.24, run loss 1919.44
time 00h 06m 43s, episodes 550, frames 0.062383M, mean epr -588.49, run loss 2440.55
time 00h 06m 48s, episodes 554, frames 0.063180M, mean epr -407.78, run loss 2476.35
time 00h 06m 54s, episodes 561, frames 0.063979M, mean epr -461.17, run loss 1821.08
time 00h 06m 59s, episodes 569, frames 0.064785M, mean epr -167.40, run loss 794.32
time 00h 07m 04s, episodes 577, frames 0.065585M, mean epr -188.96, run loss 1130.35
time 00h 07m 09s, episodes 583, frames 0.066397M, mean epr -401.14, run loss 1764.18
time 00h 07m 14s, episodes 590, frames 0.067189M, mean epr -195.56, run loss 602.36
time 00h 07m 19s, episodes 597, frames 0.067995M, mean epr -368.80, run loss 1659.15
time 00h 07m 25s, episodes 602, frames 0.068792M, mean epr -176.78, run loss 592.65
time 00h 07m 30s, episodes 611, frames 0.069597M, mean epr -527.53, run loss 1876.29
time 00h 07m 35s, episodes 619, frames 0.070421M, mean epr -493.44, run loss 1330.90
time 00h 07m 40s, episodes 629, frames 0.071208M, mean epr -96.72, run loss 272.17
time 00h 07m 45s, episodes 638, frames 0.071990M, mean epr -521.61, run loss 4122.07
time 00h 07m 51s, episodes 647, frames 0.072791M, mean epr -415.35, run loss 1837.18
time 00h 07m 56s, episodes 655, frames 0.073601M, mean epr -462.97, run loss 1877.23
time 00h 08m 02s, episodes 663, frames 0.074391M, mean epr -336.21, run loss 1540.30
time 00h 08m 07s, episodes 673, frames 0.075205M, mean epr -539.18, run loss 2429.73
time 00h 08m 12s, episodes 685, frames 0.076002M, mean epr -507.81, run loss 2142.01
time 00h 08m 17s, episodes 697, frames 0.076811M, mean epr -487.62, run loss 2168.43
time 00h 08m 22s, episodes 706, frames 0.077620M, mean epr -482.39, run loss 1988.78
time 00h 08m 28s, episodes 718, frames 0.078447M, mean epr -603.91, run loss 2904.34
time 00h 08m 33s, episodes 730, frames 0.079262M, mean epr -266.25, run loss 1012.63
time 00h 08m 38s, episodes 739, frames 0.080057M, mean epr -597.27, run loss 2051.60
time 00h 08m 43s, episodes 752, frames 0.080863M, mean epr -561.38, run loss 1943.39
time 00h 08m 48s, episodes 762, frames 0.081664M, mean epr -334.99, run loss 1098.80
time 00h 08m 54s, episodes 775, frames 0.082473M, mean epr -252.63, run loss 923.43
time 00h 08m 59s, episodes 785, frames 0.083271M, mean epr -538.29, run loss 4648.15
time 00h 09m 05s, episodes 797, frames 0.084065M, mean epr -299.53, run loss 1551.63
time 00h 09m 10s, episodes 807, frames 0.084880M, mean epr -532.87, run loss 1825.33
time 00h 09m 16s, episodes 815, frames 0.085498M, mean epr -503.32, run loss 4761.34
time 00h 09m 21s, episodes 826, frames 0.086167M, mean epr -318.44, run loss 1580.28
time 00h 09m 26s, episodes 838, frames 0.086846M, mean epr -317.79, run loss 1675.75
time 00h 09m 31s, episodes 847, frames 0.087580M, mean epr -523.69, run loss 2160.87
time 00h 09m 36s, episodes 857, frames 0.088255M, mean epr -447.33, run loss 1695.65
time 00h 09m 42s, episodes 865, frames 0.089059M, mean epr -463.09, run loss 2063.22
time 00h 09m 47s, episodes 870, frames 0.089867M, mean epr -383.44, run loss 2871.48
time 00h 09m 53s, episodes 878, frames 0.090654M, mean epr -573.41, run loss 2534.92
time 00h 09m 58s, episodes 880, frames 0.091362M, mean epr -227.45, run loss 994.33
time 00h 10m 03s, episodes 884, frames 0.092114M, mean epr -549.10, run loss 2464.76
time 00h 10m 08s, episodes 892, frames 0.092912M, mean epr -487.74, run loss 1834.55
time 00h 10m 13s, episodes 899, frames 0.093702M, mean epr -109.48, run loss 2983.70
time 00h 10m 19s, episodes 903, frames 0.094526M, mean epr -368.28, run loss 1709.78
time 00h 10m 25s, episodes 912, frames 0.095321M, mean epr -332.87, run loss 1890.03
time 00h 10m 30s, episodes 919, frames 0.096125M, mean epr -532.50, run loss 1939.69
time 00h 10m 36s, episodes 924, frames 0.096943M, mean epr -561.05, run loss 1644.16
time 00h 10m 41s, episodes 931, frames 0.097746M, mean epr -230.98, run loss 233.10
time 00h 10m 46s, episodes 936, frames 0.098549M, mean epr -429.63, run loss 1778.78
time 00h 10m 51s, episodes 943, frames 0.099367M, mean epr -677.59, run loss 3746.42
time 00h 10m 56s, episodes 948, frames 0.100026M, mean epr -426.82, run loss 2179.56
time 00h 11m 02s, episodes 954, frames 0.100818M, mean epr -66.01, run loss 254.34
time 00h 11m 07s, episodes 957, frames 0.101619M, mean epr -462.17, run loss 1771.91
time 00h 11m 12s, episodes 963, frames 0.102421M, mean epr -372.16, run loss 1611.16
time 00h 11m 18s, episodes 969, frames 0.103222M, mean epr -581.20, run loss 2833.22
time 00h 11m 23s, episodes 972, frames 0.104013M, mean epr -405.99, run loss 2715.81
time 00h 11m 29s, episodes 977, frames 0.104819M, mean epr -499.77, run loss 1865.41
time 00h 11m 34s, episodes 986, frames 0.105670M, mean epr -99.34, run loss 352.23
time 00h 11m 39s, episodes 995, frames 0.106471M, mean epr -94.65, run loss 121.06
time 00h 11m 44s, episodes 1003, frames 0.107245M, mean epr -250.87, run loss 753.40
time 00h 11m 49s, episodes 1007, frames 0.107951M, mean epr -353.88, run loss 1101.98
time 00h 11m 54s, episodes 1013, frames 0.108692M, mean epr -310.30, run loss 1047.03
time 00h 12m 00s, episodes 1021, frames 0.109493M, mean epr -337.28, run loss 1138.50
time 00h 12m 05s, episodes 1026, frames 0.110169M, mean epr -103.58, run loss 690.65
time 00h 12m 10s, episodes 1034, frames 0.110919M, mean epr -109.98, run loss 347.72
time 00h 12m 15s, episodes 1039, frames 0.111715M, mean epr -334.13, run loss 808.51
time 00h 12m 21s, episodes 1043, frames 0.112501M, mean epr -381.50, run loss 1405.10
