
time 00h 00m 10s, episodes 20, frames 0.002688M, mean epr -499.12, run loss 1808.31
time 00h 00m 20s, episodes 50, frames 0.005460M, mean epr -103.40, run loss 523.37
time 00h 00m 30s, episodes 88, frames 0.009120M, mean epr -687.69, run loss 1804.18
time 00h 00m 40s, episodes 123, frames 0.013031M, mean epr -242.88, run loss 1694.57
time 00h 00m 52s, episodes 158, frames 0.017442M, mean epr -86.32, run loss 75.41
time 00h 01m 03s, episodes 190, frames 0.021541M, mean epr -514.44, run loss 2433.65
time 00h 01m 13s, episodes 219, frames 0.024947M, mean epr -351.93, run loss 1405.74
time 00h 01m 24s, episodes 250, frames 0.028678M, mean epr -592.12, run loss 2718.89
time 00h 01m 34s, episodes 283, frames 0.032284M, mean epr -513.66, run loss 2228.39
time 00h 01m 45s, episodes 310, frames 0.035859M, mean epr -225.72, run loss 650.49
time 00h 01m 55s, episodes 343, frames 0.039500M, mean epr -218.88, run loss 986.70
time 00h 02m 06s, episodes 383, frames 0.043325M, mean epr -200.38, run loss 784.50
time 00h 02m 18s, episodes 420, frames 0.046893M, mean epr -486.49, run loss 2837.73
time 00h 02m 29s, episodes 449, frames 0.050019M, mean epr -424.58, run loss 1961.52
time 00h 02m 43s, episodes 480, frames 0.053472M, mean epr -481.77, run loss 2102.51
time 00h 02m 54s, episodes 509, frames 0.056497M, mean epr -455.82, run loss 1468.58
time 00h 03m 04s, episodes 529, frames 0.059143M, mean epr -413.27, run loss 2031.70
time 00h 03m 15s, episodes 549, frames 0.061548M, mean epr -554.53, run loss 2111.59
time 00h 03m 25s, episodes 562, frames 0.063668M, mean epr -675.05, run loss 5294.10
time 00h 03m 37s, episodes 588, frames 0.066049M, mean epr -440.43, run loss 1870.08
time 00h 03m 50s, episodes 607, frames 0.068480M, mean epr -582.24, run loss 2588.47
time 00h 04m 00s, episodes 622, frames 0.070568M, mean epr -657.98, run loss 2588.11
time 00h 04m 12s, episodes 649, frames 0.073392M, mean epr -494.43, run loss 2176.79
time 00h 04m 23s, episodes 666, frames 0.075474M, mean epr -492.32, run loss 2382.53
time 00h 04m 33s, episodes 680, frames 0.077600M, mean epr -448.34, run loss 2056.11
time 00h 04m 43s, episodes 702, frames 0.079845M, mean epr -370.62, run loss 1397.99
time 00h 04m 53s, episodes 725, frames 0.082044M, mean epr -680.16, run loss 3241.02
time 00h 05m 04s, episodes 741, frames 0.084071M, mean epr -610.01, run loss 1954.13
time 00h 05m 15s, episodes 769, frames 0.086543M, mean epr -380.49, run loss 1776.58
time 00h 05m 25s, episodes 786, frames 0.088507M, mean epr -638.24, run loss 3838.36
time 00h 05m 36s, episodes 804, frames 0.090606M, mean epr -657.07, run loss 2591.83
time 00h 05m 48s, episodes 817, frames 0.092884M, mean epr -561.19, run loss 2602.13
time 00h 06m 00s, episodes 839, frames 0.095491M, mean epr -432.34, run loss 2091.39
time 00h 06m 10s, episodes 849, frames 0.097531M, mean epr -404.40, run loss 2169.93
time 00h 06m 21s, episodes 861, frames 0.099498M, mean epr -559.16, run loss 3086.92
time 00h 06m 31s, episodes 873, frames 0.101736M, mean epr -107.52, run loss 81.56
time 00h 06m 41s, episodes 886, frames 0.103965M, mean epr -353.09, run loss 1181.91
time 00h 06m 51s, episodes 908, frames 0.105999M, mean epr -526.78, run loss 2348.52
time 00h 07m 02s, episodes 934, frames 0.108264M, mean epr -281.90, run loss 1397.96
time 00h 07m 12s, episodes 966, frames 0.111989M, mean epr -427.84, run loss 2241.93
time 00h 07m 22s, episodes 997, frames 0.115390M, mean epr -120.97, run loss 624.78
time 00h 07m 33s, episodes 1034, frames 0.119037M, mean epr -395.86, run loss 1905.41
time 00h 07m 43s, episodes 1059, frames 0.122505M, mean epr -243.17, run loss 128.36
time 00h 07m 54s, episodes 1082, frames 0.126190M, mean epr -406.92, run loss 1771.28
time 00h 08m 04s, episodes 1104, frames 0.129489M, mean epr -237.60, run loss 802.82
time 00h 08m 16s, episodes 1144, frames 0.133422M, mean epr -20.97, run loss 317.09
time 00h 08m 27s, episodes 1175, frames 0.137073M, mean epr -198.29, run loss 653.32
time 00h 08m 38s, episodes 1202, frames 0.141038M, mean epr -359.68, run loss 1887.34
time 00h 08m 48s, episodes 1221, frames 0.144523M, mean epr -383.81, run loss 995.25
time 00h 08m 58s, episodes 1236, frames 0.148042M, mean epr -228.97, run loss 1117.10
time 00h 09m 10s, episodes 1267, frames 0.151991M, mean epr -86.05, run loss 427.43
time 00h 09m 20s, episodes 1285, frames 0.155391M, mean epr -660.02, run loss 3526.92
time 00h 09m 30s, episodes 1296, frames 0.159100M, mean epr -349.48, run loss 1246.42
time 00h 09m 42s, episodes 1324, frames 0.163258M, mean epr -334.42, run loss 2201.57
time 00h 09m 54s, episodes 1351, frames 0.167367M, mean epr -74.11, run loss 788.66
time 00h 10m 05s, episodes 1368, frames 0.170922M, mean epr -60.21, run loss 961.90
time 00h 10m 15s, episodes 1382, frames 0.174652M, mean epr -63.07, run loss 182.07
time 00h 10m 25s, episodes 1407, frames 0.178086M, mean epr -132.76, run loss 1667.88
time 00h 10m 35s, episodes 1428, frames 0.181466M, mean epr -257.06, run loss 1292.97
time 00h 10m 45s, episodes 1440, frames 0.185069M, mean epr -408.87, run loss 2830.24
time 00h 10m 55s, episodes 1451, frames 0.188443M, mean epr -271.54, run loss 1703.95
time 00h 11m 07s, episodes 1479, frames 0.192510M, mean epr -147.16, run loss 1611.12
time 00h 11m 17s, episodes 1505, frames 0.195853M, mean epr -307.26, run loss 1587.78
time 00h 11m 28s, episodes 1528, frames 0.199690M, mean epr -503.55, run loss 2620.94
time 00h 11m 40s, episodes 1548, frames 0.203634M, mean epr -48.36, run loss 565.90
time 00h 11m 52s, episodes 1580, frames 0.207805M, mean epr -59.97, run loss 713.14
time 00h 12m 03s, episodes 1598, frames 0.211483M, mean epr -250.43, run loss 897.34
time 00h 12m 13s, episodes 1630, frames 0.215113M, mean epr -85.90, run loss 7.07
time 00h 12m 23s, episodes 1660, frames 0.218668M, mean epr -268.30, run loss 2376.31
time 00h 12m 33s, episodes 1677, frames 0.222341M, mean epr 43.27, run loss 267.40
time 00h 12m 44s, episodes 1695, frames 0.225740M, mean epr 17.31, run loss 1454.13
time 00h 12m 54s, episodes 1712, frames 0.229093M, mean epr -213.57, run loss 1076.54
time 00h 13m 06s, episodes 1743, frames 0.233296M, mean epr -113.86, run loss 2212.44
time 00h 13m 16s, episodes 1760, frames 0.236691M, mean epr -245.63, run loss 1956.16
time 00h 13m 26s, episodes 1770, frames 0.239995M, mean epr -101.36, run loss 696.85
time 00h 13m 36s, episodes 1791, frames 0.243453M, mean epr -86.85, run loss 1140.88
time 00h 13m 46s, episodes 1809, frames 0.247078M, mean epr -196.60, run loss 2891.38
time 00h 13m 56s, episodes 1831, frames 0.250687M, mean epr -152.19, run loss 553.97
time 00h 14m 06s, episodes 1844, frames 0.253969M, mean epr -226.41, run loss 1475.35
time 00h 14m 17s, episodes 1866, frames 0.257505M, mean epr -211.27, run loss 1988.13
time 00h 14m 28s, episodes 1896, frames 0.261447M, mean epr -59.16, run loss 793.25
time 00h 14m 38s, episodes 1914, frames 0.265062M, mean epr -89.56, run loss 544.46
time 00h 14m 48s, episodes 1928, frames 0.268321M, mean epr -17.94, run loss 901.73
time 00h 14m 59s, episodes 1944, frames 0.272059M, mean epr -38.71, run loss 635.13
time 00h 15m 10s, episodes 1955, frames 0.275689M, mean epr -44.33, run loss 1137.08
