% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=193405, Sat Aug 26 17:25:19 2023, <python>{}</python>
1 50 0.004747561388316379 1.0000496106055654 63.25088339222616 6.3250883392226157e+01 64.4434628975265 65.5035335689046   
2 100 0.00462001343808358 1.0228090554358995 62.94169611307421 6.2941696113074208e+01 64.13427561837456 65.15017667844523   
3 150 0.004564555259750983 1.029256540241735 62.76501766784453 6.2765017667844532e+01 63.73674911660778 64.66431095406361   
4 200 0.004576308474186299 1.0339477902522325 62.36749116607774 6.2367491166077741e+01 63.383392226148416 64.39929328621909   
5 250 0.004625513606608888 1.0378811877138439 61.881625441696116 6.1881625441696116e+01 63.03003533568905 64.0017667844523   
6 300 0.004723784119847513 1.0422875659531659 61.660777385159015 6.1660777385159015e+01 62.80918727915195 63.7809187279152   
7 350 0.004851834699837702 1.0482617196897708 61.21908127208481 6.1219081272084807e+01 62.45583038869258 63.82508833922262   
8 400 0.004998020776042162 1.05308106286848 60.99823321554771 6.0998233215547707e+01 62.0583038869258 63.60424028268552   
9 450 0.005168361212226004 1.0572953995664094 60.909893992932865 6.0909893992932865e+01 61.96996466431096 62.89752650176679   
10 500 0.005346407597612344 1.0626518215775766 60.556537102473506 6.0556537102473506e+01 61.351590106007066 62.67667844522968   
11 550 0.005535672602276591 1.0695906257461592 60.42402826855124 6.0424028268551240e+01 61.13074204946997 62.0583038869258   
12 600 0.00575639040132229 1.076498554861166 59.938162544169614 5.9938162544169614e+01 60.73321554770318 62.0583038869258   
13 650 0.006008397488883998 1.0833314472771312 59.49646643109541 5.9496466431095413e+01 60.37985865724382 61.351590106007066   
14 700 0.006323717209087147 1.089621076598254 58.70141342756184 5.8701413427561839e+01 60.1148409893993 61.21908127208481   
15 750 0.00665362216431978 1.0971712064041315 57.90636042402827 5.7906360424028271e+01 59.717314487632514 61.439929328621915   
16 800 0.00701275764489677 1.1036744379540184 57.90636042402827 5.7950530035335696e+01 59.275618374558306 60.24734982332156   
17 850 0.007402832514162905 1.1098419526748542 57.90636042402827 5.7994699646643113e+01 58.87809187279152 60.159010600706715   
18 900 0.007829521660335778 1.1162744597493681 57.332155477031804 5.7332155477031804e+01 58.52473498233216 60.3356890459364   
19 950 0.00828567351102943 1.1195100670450553 56.80212014134276 5.6802120141342762e+01 57.862190812720854 59.36395759717315   
20 1000 0.008767241272970568 1.1237139536238068 56.75795053003534 5.6757950530035338e+01 57.50883392226149 59.49646643109541   
21 1050 0.009273794703910503 1.127715937134907 55.74204946996467 5.5742049469964670e+01 57.199646643109546 58.92226148409895   
22 1100 0.00984026032458859 1.1316954110628317 54.99116607773852 5.4991166077738519e+01 56.53710247349824 58.43639575971732   
23 1150 0.010505995309955466 1.1376222151531616 54.32862190812721 5.4328621908127211e+01 55.78621908127209 57.99469964664311   
